input,time
0,0.00000300
1,0.00000200
2,0.00000100
3,0.00000100
4,0.00000200
5,0.00000200
6,0.00000200
7,0.00000200
8,0.00000200
9,0.00000200
10,0.00000200
11,0.00000300
12,0.00000300
13,0.00000500
14,0.00000600
15,0.00000900
16,0.00001400
17,0.00002200
18,0.00003400
19,0.00005400
20,0.00008600
21,0.00013900
22,0.00022300
23,0.00036000
24,0.00058200
25,0.00094000
